key	prez_2008	prez_2004	prez_2000	prez_1996	prez_1992	rank	circ	daily	sun	lat	lng	st	city	paper	metro	pop
Gloucester County Times	Obama	Kerry			Clinton		23189			39.8381691	-75.1526774	NJ	Woodbury	Gloucester County Times	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	10462
Pittsburgh Press					GHWBush					40.4406248	-79.9958864	PA	Pittsburgh	Pittsburgh Press	"#<struct CityMetro st=""PA"", city=""Pittsburgh"", fips_state=""42"", fips_place=""61000"", cbsa_code=""38300"", metro_name=""Pittsburgh, PA MSA"", metro_stature=""MSA"", pop_2007=2355712, pop_2000=2431087, pop_rank=22, pop_chg_pct_00_07=-3.1, pop_chg_pct_avg=-0.44, pop_at_or_above=118739882, pop_aoa_pct=38.9, metro_st=""PA"", metro_nickname=""Greater Pittsburgh, Pittsburgh Tri-State, Metro Pittsburgh, Three Rivers Region"", csa_name=""Pittsburgh-New Castle, PA CSA"">"	319494
Register Guard	Obama	Kerry	Gore				67400			44.0520691	-123.0867536	OR	Eugene	Register Guard	"#<struct CityMetro st=""OR"", city=""Eugene"", fips_state=""41"", fips_place=""23850"", cbsa_code=""21660"", metro_name=""Eugene-Springfield, OR MSA"", metro_stature=""MSA"", pop_2007=343591, pop_2000=322959, pop_rank=144, pop_chg_pct_00_07=6.39, pop_chg_pct_avg=0.91, pop_at_or_above=215095348, pop_aoa_pct=70.5, metro_st=""OR"", metro_nickname=""Lane County"", csa_name=nil>"	145208
Columbia Daily Tribune	Obama	Kerry	Bush	Dole	Perot		18131			38.9517053	-92.3340724	MO	Columbia	Columbia Daily Tribune	"#<struct CityMetro st=""MO"", city=""Columbia"", fips_state=""29"", fips_place=""15670"", cbsa_code=""17860"", metro_name=""Columbia, MO MSA"", metro_stature=""MSA"", pop_2007=162314, pop_2000=145666, pop_rank=246, pop_chg_pct_00_07=11.43, pop_chg_pct_avg=1.63, pop_at_or_above=236815955, pop_aoa_pct=77.6, metro_st=""MO"", metro_nickname=""Mid-Missouri"", csa_name=nil>"	91415
Talladega Daily Home				Clinton						33.4359416	-86.1058048	AL	Talladega	Talladega Daily Home	"#<struct CityMetro st=""AL"", city=""Talladega"", fips_state=""01"", fips_place=""74592"", cbsa_code=""45180"", metro_name=""Talladega-Sylacauga, AL uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	19408
Vista Press					Clinton					33.2000368	-117.2425355	CA	Vista	Vista Press	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	92707
Bellingham Herald					Clinton					48.7595529	-122.4882249	WA	Bellingham	Bellingham Herald	"#<struct CityMetro st=""WA"", city=""Bellingham"", fips_state=""53"", fips_place=""05280"", cbsa_code=""13380"", metro_name=""Bellingham, WA MSA"", metro_stature=""MSA"", pop_2007=192999, pop_2000=166814, pop_rank=212, pop_chg_pct_00_07=15.7, pop_chg_pct_avg=2.24, pop_at_or_above=232047846, pop_aoa_pct=76.0, metro_st=""WA"", metro_nickname=""Whatcom County"", csa_name=nil>"	73469
Sacramento Union					GHWBush					38.5815719	-121.4943996	CA	Sacramento	Sacramento Union	"#<struct CityMetro st=""CA"", city=""Sacramento"", fips_state=""06"", fips_place=""64000"", cbsa_code=""40900"", metro_name=""Sacramento-Arden-Arcade-Roseville, CA MSA"", metro_stature=""MSA"", pop_2007=2091120, pop_2000=1796857, pop_rank=26, pop_chg_pct_00_07=16.38, pop_chg_pct_avg=2.34, pop_at_or_above=127236264, pop_aoa_pct=41.7, metro_st=""CA"", metro_nickname=""Greater Sacramento"", csa_name=""Sacramento-Arden-Arcade-Yuba City, CA-NV CSA"">"	467898
Express Times	Obama	Bush			Clinton		44561			40.688432	-75.2207323	PA	Easton	Express Times	"#<struct CityMetro st=""PA"", city=""Easton"", fips_state=nil, fips_place=nil, cbsa_code=10900, metro_name=""Allentown-Bethlehem-Easton, PA-NJ MSA"", metro_stature=""MSA"", pop_2007=803844, pop_2000=740394, pop_rank=62, pop_chg_pct_00_07=8.57, pop_chg_pct_avg=1.22, pop_at_or_above=173340462, pop_aoa_pct=56.8, metro_st=""PA-NJ"", metro_nickname=""Lehigh Valley"", csa_name=nil>"	26192
Columbian	Obama	Bush	Bush		Clinton		44623			45.6387281	-122.6614861	WA	Vancouver	Columbian	"#<struct CityMetro st=""WA"", city=""Vancouver"", fips_state=""53"", fips_place=""74060"", cbsa_code=""38900"", metro_name=""Portland-Vancouver-Beaverton, OR-WA MSA"", metro_stature=""MSA"", pop_2007=2175113, pop_2000=1927881, pop_rank=23, pop_chg_pct_00_07=12.82, pop_chg_pct_avg=1.83, pop_at_or_above=120914995, pop_aoa_pct=39.6, metro_st=""OR-WA"", metro_nickname=""Portland Metro Area, Greater Portland"", csa_name=nil>"	157517
Bloomfield Evening World					Clinton					39.0269903	-86.9375068	IN	Bloomfield	Bloomfield Evening World	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	2503
Seguin Gazette Enterprise					Clinton					29.5688411	-97.9647269	TX	Seguin	Seguin Gazette Enterprise	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	24000
Grand Island Independent				Dole	GHWBush					40.9250123	-98.3420068	NE	Grand Island	Grand Island Independent	"#<struct CityMetro st=""NE"", city=""Grand Island"", fips_state=""31"", fips_place=""19595"", cbsa_code=""24260"", metro_name=""Grand Island, NE uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	44766
Eagle Tribune	McCain	Bush	Bush	Dole			46281			42.7070354	-71.1631137	MA	Lawrence	Eagle Tribune	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	72609
Columbus Telegram					GHWBush					41.4297341	-97.3683753	NE	Columbus	Columbus Telegram	"#<struct CityMetro st=""NE"", city=""Columbus"", fips_state=""31"", fips_place=""10110"", cbsa_code=""18100"", metro_name=""Columbus, NE uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	20823
Ridgecrest Daily Independent				Dole						35.6224561	-117.6708966	CA	Ridgecrest	Ridgecrest Daily Independent	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	26110
Daily Star	Obama	Kerry	Gore				14391			42.4528571	-75.0637746	NY	Oneonta	Daily Star	"#<struct CityMetro st=""NY"", city=""Oneonta"", fips_state=""36"", fips_place=""54881"", cbsa_code=""36580"", metro_name=""Oneonta, NY uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	12328
Reno Gazette Journal	Obama	Kerry	Gore	Clinton			57423			39.5296329	-119.8138027	NV	Reno	Reno Gazette Journal	"#<struct CityMetro st=""NV"", city=""Reno"", fips_state=""32"", fips_place=""60600"", cbsa_code=""39900"", metro_name=""Reno-Sparks, NV MSA"", metro_stature=""MSA"", pop_2007=410272, pop_2000=342885, pop_rank=116, pop_chg_pct_00_07=19.65, pop_chg_pct_avg=2.81, pop_at_or_above=204451725, pop_aoa_pct=67.0, metro_st=""NV"", metro_nickname="""", csa_name=""Reno-Sparks-Fernley, NV CSA"">"	202142
Greenfield Daily Reporter					GHWBush					39.785043	-85.7694226	IN	Greenfield	Greenfield Daily Reporter	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	16257
Houston Chronicle	Obama	Bush	Bush	Dole	GHWBush	9	494131	494131	632797	29.7632836	-95.3632715	TX	Houston	Houston Chronicle	"#<struct CityMetro st=""TX"", city=""Houston"", fips_state=""48"", fips_place=""35000"", cbsa_code=""26420"", metro_name=""Houston-Sugar Land-Baytown, TX MSA"", metro_stature=""MSA"", pop_2007=5628101, pop_2000=4715402, pop_rank=6, pop_chg_pct_00_07=19.36, pop_chg_pct_avg=2.77, pop_at_or_above=58817348, pop_aoa_pct=19.3, metro_st=""TX"", metro_nickname=""Greater Houston"", csa_name=""Houston-Baytown-Huntsville, TX CSA"">"	2027712
Muncie Star Press	Obama						31512			40.1933767	-85.3863599	IN	Muncie	Muncie Star Press	"#<struct CityMetro st=""IN"", city=""Muncie"", fips_state=""18"", fips_place=""51876"", cbsa_code=""34620"", metro_name=""Muncie, IN MSA"", metro_stature=""MSA"", pop_2007=115419, pop_2000=118769, pop_rank=340, pop_chg_pct_00_07=-2.82, pop_chg_pct_avg=-0.4, pop_at_or_above=246997575, pop_aoa_pct=80.9, metro_st=""IN"", metro_nickname=nil, csa_name=nil>"	65327
Lisbon Morning Journal					GHWBush					40.7720044	-80.7681336	OH	Lisbon	Lisbon Morning Journal	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	2788
Statesman Journal	Obama	Kerry	Gore	Clinton	Clinton		47152			44.9428975	-123.0350963	OR	Salem	Statesman Journal	"#<struct CityMetro st=""OR"", city=""Salem"", fips_state=""41"", fips_place=""64900"", cbsa_code=""41420"", metro_name=""Salem, OR MSA"", metro_stature=""MSA"", pop_2007=386714, pop_2000=347218, pop_rank=129, pop_chg_pct_00_07=11.37, pop_chg_pct_avg=1.62, pop_at_or_above=209664019, pop_aoa_pct=68.7, metro_st=""OR"", metro_nickname=nil, csa_name=nil>"	146922
Milwaukee Journal					Clinton					43.0389025	-87.9064736	WI	Milwaukee	Milwaukee Journal	"#<struct CityMetro st=""WI"", city=""Milwaukee"", fips_state=""55"", fips_place=""53000"", cbsa_code=""33340"", metro_name=""Milwaukee-Waukesha-West Allis, WI MSA"", metro_stature=""MSA"", pop_2007=1544398, pop_2000=1500744, pop_rank=38, pop_chg_pct_00_07=2.91, pop_chg_pct_avg=0.42, pop_at_or_above=148387951, pop_aoa_pct=48.6, metro_st=""WI"", metro_nickname=""Greater Milwaukee"", csa_name=""Milwaukee-Racine-Waukesha, WI CSA"">"	579180
Des Moines Register	Obama	Kerry	Gore	Clinton	Clinton	77	138472	138519	222122	41.6005448	-93.6091064	IA	Des Moines	Des Moines Register	"#<struct CityMetro st=""IA"", city=""Des Moines"", fips_state=""19"", fips_place=""21000"", cbsa_code=""19780"", metro_name=""Des Moines-West Des Moines, IA MSA"", metro_stature=""MSA"", pop_2007=546599, pop_2000=481398, pop_rank=91, pop_chg_pct_00_07=13.54, pop_chg_pct_avg=1.93, pop_at_or_above=192596484, pop_aoa_pct=63.1, metro_st=""IA"", metro_nickname=""Greater Des Moines"", csa_name=""Des Moines-Newton-Pella, IA CSA"">"	193180
Albert Lea Tribune	Obama									43.6480127	-93.3682656	MN	Albert Lea	Albert Lea Tribune	"#<struct CityMetro st=""MN"", city=""Albert Lea"", fips_state=""27"", fips_place=""00694"", cbsa_code=""10660"", metro_name=""Albert Lea, MN uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	17605
Lawrence Journal World	McCain			Dole			18946			38.9716689	-95.2352501	KS	Lawrence	Lawrence Journal World	"#<struct CityMetro st=""KS"", city=""Lawrence"", fips_state=""20"", fips_place=""38900"", cbsa_code=""29940"", metro_name=""Lawrence, KS MSA"", metro_stature=""MSA"", pop_2007=113488, pop_2000=99962, pop_rank=348, pop_chg_pct_00_07=13.53, pop_chg_pct_avg=1.93, pop_at_or_above=247566765, pop_aoa_pct=81.1, metro_st=""KS"", metro_nickname=""Douglas County"", csa_name=nil>"	83314
Star Tribune	Obama	Kerry	Gore	Clinton	Clinton	19	321964	322362	534750	44.9799654	-93.2638361	MN	Minneapolis	Star Tribune	"#<struct CityMetro st=""MN"", city=""Minneapolis"", fips_state=""27"", fips_place=""43000"", cbsa_code=""33460"", metro_name=""Minneapolis-Saint Paul-Bloomington, MN-WI MSA"", metro_stature=""MSA"", pop_2007=3208212, pop_2000=2968817, pop_rank=16, pop_chg_pct_00_07=8.06, pop_chg_pct_avg=1.15, pop_at_or_above=102748733, pop_aoa_pct=33.7, metro_st=""MN-WI"", metro_nickname=""Twin Cities"", csa_name=""Minneapolis-Saint Paul-Saint Cloud, MN-WI CSA"">"	367773
Janesville Gazette					GHWBush					42.6827885	-89.0187223	WI	Janesville	Janesville Gazette	"#<struct CityMetro st=""WI"", city=""Janesville"", fips_state=""55"", fips_place=""37825"", cbsa_code=""27500"", metro_name=""Janesville, WI MSA"", metro_stature=""MSA"", pop_2007=159623, pop_2000=152307, pop_rank=250, pop_chg_pct_00_07=4.8, pop_chg_pct_avg=0.69, pop_at_or_above=237460255, pop_aoa_pct=77.8, metro_st=""WI"", metro_nickname=nil, csa_name=nil>"	61675
Ashland Daily Tidings	Obama			Clinton			5010			42.1945759	-122.7094767	OR	Ashland	Ashland Daily Tidings	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	20888
Inland Valley Daily Bulletin	Obama	Bush		Dole			53903			34.0633443	-117.6508876	CA	Ontario	Inland Valley Daily Bulletin	"#<struct CityMetro st=""CA"", city=""Ontario"", fips_state=""06"", fips_place=""53896"", cbsa_code=""40140"", metro_name=""Riverside-San Bernardino-Ontario, CA MSA"", metro_stature=""MSA"", pop_2007=4081371, pop_2000=3254817, pop_rank=14, pop_chg_pct_00_07=25.39, pop_chg_pct_avg=3.63, pop_at_or_above=96231174, pop_aoa_pct=31.5, metro_st=""CA"", metro_nickname=""Inland Empire"", csa_name=""Los Angeles-Long Beach-Riverside, CA CSA"">"	172808
Milwaukee Sentinel					GHWBush					43.0389025	-87.9064736	WI	Milwaukee	Milwaukee Sentinel	"#<struct CityMetro st=""WI"", city=""Milwaukee"", fips_state=""55"", fips_place=""53000"", cbsa_code=""33340"", metro_name=""Milwaukee-Waukesha-West Allis, WI MSA"", metro_stature=""MSA"", pop_2007=1544398, pop_2000=1500744, pop_rank=38, pop_chg_pct_00_07=2.91, pop_chg_pct_avg=0.42, pop_at_or_above=148387951, pop_aoa_pct=48.6, metro_st=""WI"", metro_nickname=""Greater Milwaukee"", csa_name=""Milwaukee-Racine-Waukesha, WI CSA"">"	579180
La Crosse Tribune	Obama	Kerry			Clinton		31759			43.8013556	-91.2395807	WI	La Crosse	La Crosse Tribune	"#<struct CityMetro st=""WI"", city=""La Crosse"", fips_state=""55"", fips_place=""40775"", cbsa_code=""29100"", metro_name=""La Crosse, WI-MN MSA"", metro_stature=""MSA"", pop_2007=130926, pop_2000=126838, pop_rank=305, pop_chg_pct_00_07=3.22, pop_chg_pct_avg=0.46, pop_at_or_above=243680769, pop_aoa_pct=79.8, metro_st=""WI-MN"", metro_nickname=nil, csa_name=nil>"	51818
Pittsburgh Post Gazette	Obama	Kerry	Gore			42	214374	214374	331053	40.4406248	-79.9958864	PA	Pittsburgh	Pittsburgh Post Gazette	"#<struct CityMetro st=""PA"", city=""Pittsburgh"", fips_state=""42"", fips_place=""61000"", cbsa_code=""38300"", metro_name=""Pittsburgh, PA MSA"", metro_stature=""MSA"", pop_2007=2355712, pop_2000=2431087, pop_rank=22, pop_chg_pct_00_07=-3.1, pop_chg_pct_avg=-0.44, pop_at_or_above=118739882, pop_aoa_pct=38.9, metro_st=""PA"", metro_nickname=""Greater Pittsburgh, Pittsburgh Tri-State, Metro Pittsburgh, Three Rivers Region"", csa_name=""Pittsburgh-New Castle, PA CSA"">"	319494
Daily Tribune	Obama									42.4894801	-83.1446485	MI	Royal Oak	Daily Tribune	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	57570
North Adams Transcript	Obama						5949			42.700915	-73.1087148	MA	North Adams	North Adams Transcript	"#<struct CityMetro st=""MA"", city=""North Adams"", fips_state=nil, fips_place=nil, cbsa_code=76150, metro_name=""North Adams, MA-VT Micropolitan NECTA"", metro_stature=""uNECTA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	14106
Tucson Daily Territorial					GHWBush					32.2217429	-110.926479	AZ	Tucson	Tucson Daily Territorial	"#<struct CityMetro st=""AZ"", city=""Tucson"", fips_state=""04"", fips_place=""77000"", cbsa_code=""46060"", metro_name=""Tucson, AZ MSA"", metro_stature=""MSA"", pop_2007=967089, pop_2000=843746, pop_rank=52, pop_chg_pct_00_07=14.62, pop_chg_pct_avg=2.09, pop_at_or_above=164731500, pop_aoa_pct=54.0, metro_st=""AZ"", metro_nickname=""The Old Pueblo"", csa_name=nil>"	518907
Charleston Gazette	Obama	Kerry	Gore	Clinton	Clinton		48061			38.3498195	-81.6326235	WV	Charleston	Charleston Gazette	"#<struct CityMetro st=""WV"", city=""Charleston"", fips_state=""54"", fips_place=""14600"", cbsa_code=""16620"", metro_name=""Charleston, WV MSA"", metro_stature=""MSA"", pop_2007=303950, pop_2000=309635, pop_rank=151, pop_chg_pct_00_07=-1.84, pop_chg_pct_avg=-0.26, pop_at_or_above=217348737, pop_aoa_pct=71.2, metro_st=""WV"", metro_nickname=nil, csa_name=nil>"	50427
Columbus Dispatch	McCain	Bush	Bush	Dole	GHWBush	47	199524	199524	334422	39.9611755	-82.9987942	OH	Columbus	Columbus Dispatch	"#<struct CityMetro st=""OH"", city=""Columbus"", fips_state=""39"", fips_place=""18000"", cbsa_code=""18140"", metro_name=""Columbus, OH MSA"", metro_stature=""MSA"", pop_2007=1754337, pop_2000=1612844, pop_rank=32, pop_chg_pct_00_07=8.77, pop_chg_pct_avg=1.25, pop_at_or_above=138639177, pop_aoa_pct=45.4, metro_st=""OH"", metro_nickname=""Columbus Metropolitan Area"", csa_name=""Columbus-Marion-Chillicothe, OH CSA"">"	736836
Springfield News Sun	Obama	Kerry			Clinton		24684			39.9242266	-83.8088172	OH	Springfield	Springfield News Sun	"#<struct CityMetro st=""OH"", city=""Springfield"", fips_state=""39"", fips_place=""74118"", cbsa_code=""44220"", metro_name=""Springfield, OH MSA"", metro_stature=""MSA"", pop_2007=140477, pop_2000=144742, pop_rank=287, pop_chg_pct_00_07=-2.95, pop_chg_pct_avg=-0.42, pop_at_or_above=241798686, pop_aoa_pct=79.2, metro_st=""OH"", metro_nickname="""", csa_name=""Dayton-Springfield-Greenville, OH CSA"">"	64325
Willoughby News Herald				Dole	GHWBush					41.6397696	-81.4065011	OH	Willoughby	Willoughby News Herald	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	22352
Rutland Herald			Gore							43.6106237	-72.9726065	VT	Rutland	Rutland Herald	"#<struct CityMetro st=""VT"", city=""Rutland"", fips_state=""50"", fips_place=""61225"", cbsa_code=""40860"", metro_name=""Rutland, VT uSA"", metro_stature=""uSA"", pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>"	17043
Pantagraph	Obama	Bush	Bush				47764			40.4842027	-88.9936873	IL	Bloomington	Pantagraph	"#<struct CityMetro st=""IL"", city=""Bloomington"", fips_state=""17"", fips_place=""06613"", cbsa_code=""14060"", metro_name=""Bloomington-Normal, IL MSA"", metro_stature=""MSA"", pop_2007=164209, pop_2000=150433, pop_rank=239, pop_chg_pct_00_07=9.16, pop_chg_pct_avg=1.31, pop_at_or_above=235672370, pop_aoa_pct=77.2, metro_st=""IL"", metro_nickname=nil, csa_name=nil>"	70706
Southbridge News					Clinton					42.0750954	-72.0334084	MA	Southbridge	Southbridge News	#<struct CityMetro st=nil, city=nil, fips_state=nil, fips_place=nil, cbsa_code=nil, metro_name=nil, metro_stature=nil, pop_2007=nil, pop_2000=nil, pop_rank=nil, pop_chg_pct_00_07=nil, pop_chg_pct_avg=nil, pop_at_or_above=nil, pop_aoa_pct=nil, metro_st=nil, metro_nickname=nil, csa_name=nil>	19030
